feature,importance,source
flow_mag_accel_jerk_std,0.00085591780440937,random_forest
flow_dy_mean_per_sec_energy,0.0008526080680242511,random_forest
det_dx_mean,0.0008492752777478843,random_forest
flow_mag_accel_jerk_max,0.0008488219325245309,random_forest
det_vy_accel_jerk_p90,0.0008485069141111031,random_forest
flow_mag_mean_per_sec_p75,0.0008468180553998242,random_forest
flow_dy_accel_std,0.0008457261100747727,random_forest
flow_mag_mean_delta,0.000845514087429961,random_forest
roi_width_max,0.0008417793802340902,random_forest
flow_mag_max_std,0.0008394610036088734,random_forest
conf_b_min,0.0008384480194143631,random_forest
conf_a_peak_to_mean,0.000838399179278778,random_forest
flow_dx_norm_per_sec_min,0.0008310388271124908,random_forest
flow_mag_accel_signed_auc,0.0008289924378678637,random_forest
det_vx_norm_per_sec_range,0.000827859377220273,random_forest
det_vx_norm_per_sec_last,0.0008267909725733887,random_forest
roi_area_p90,0.0008265173228077829,random_forest
roi_height_time_to_abs_peak,0.0008255683042315767,random_forest
flow_mag_mean_abs_mean,0.0008253332150559127,random_forest
det_vy_norm_per_sec_std,0.0008236675373988826,random_forest
flow_dx_mean_per_sec_range,0.0008214203128574085,random_forest
flow_mag_std_auc,0.0008152182537696086,random_forest
roi_height_signed_auc,0.0008149053509013264,random_forest
flow_mag_accel_jerk_p90,0.0008116269959450205,random_forest
flow_dx_norm_per_sec_p25,0.000803872688936457,random_forest
det_speed_accel_jerk_p90,0.0007980367810921707,random_forest
flow_mag_mean_mean,0.0007975767499665843,random_forest
flow_mag_mean_per_sec_peak_to_mean,0.0007935724775347898,random_forest
conf_b_abs_mean,0.0007924994441401075,random_forest
roi_area_auc,0.0007878029821081785,random_forest
roi_height_first,0.0007756447164339369,random_forest
roi_available_energy,0.0007730906232953057,random_forest
roi_height_energy,0.0007694700956335828,random_forest
flow_dx_mean_per_sec_auc,0.0007685596778315029,random_forest
roi_area_abs_max,0.0007638733167434576,random_forest
flow_dy_accel_jerk_p90,0.000761296550938314,random_forest
roi_aspect_delta,0.0007592047628817019,random_forest
flow_mag_median_peak_to_mean,0.0007518720929246744,random_forest
flow_dy_accel_jerk_peak_to_mean,0.000745964775407502,random_forest
conf_a_abs_mean,0.0007400236009927915,random_forest
det_vy_norm_per_sec_range,0.0007390836707614743,random_forest
flow_mag_std_range,0.0007371311436202505,random_forest
flow_dy_norm_per_sec_min,0.000735563902712023,random_forest
flow_mag_mean_per_sec_abs_mean,0.0007301931850741143,random_forest
det_vy_accel_jerk_p25,0.0007277132676919924,random_forest
roi_width_std,0.0007274013793941626,random_forest
flow_mag_mean_median,0.0007269260901855256,random_forest
det_speed_norm_per_sec_p10,0.0007260845918364606,random_forest
flow_mag_mean_per_sec_delta,0.0007184599810684123,random_forest
flow_mag_mean_per_sec_last,0.0007184552199533809,random_forest
flow_mag_end_mean,0.0007179549035277618,random_forest
flow_mag_mean_per_sec_energy,0.0007177681147240445,random_forest
roi_width_range,0.0007151736833125349,random_forest
conf_a_abs_max,0.0007150935230237219,random_forest
roi_area_p75,0.0007097369528950698,random_forest
flow_mag_median_std,0.0007094870741497279,random_forest
flow_mag_norm_per_sec_p25,0.0007021623353485072,random_forest
flow_dy_mean_per_sec_auc,0.0006939775728904678,random_forest
any_detected_mean,0.0006915510154247665,random_forest
roi_area_signed_auc,0.0006884262603259889,random_forest
roi_aspect_auc,0.0006865464674439945,random_forest
flow_mag_median_last,0.0006853356319986195,random_forest
flow_mag_norm_per_sec_abs_mean,0.0006852129598913493,random_forest
det_vy_accel_auc,0.000683486014825395,random_forest
flow_mag_max_p75,0.0006824879933941068,random_forest
flow_mag_norm_per_sec_peak_to_mean,0.0006777682716819411,random_forest
flow_mag_mean_per_sec_slope_first_last,0.0006776861997734806,random_forest
flow_mag_accel_energy,0.0006758327456434311,random_forest
flow_mag_median_signed_auc,0.0006733292043285923,random_forest
flow_mag_norm_per_sec_max,0.0006685851545653976,random_forest
flow_dy_accel_auc,0.0006676534336876735,random_forest
flow_mag_std_signed_auc,0.0006656107724605873,random_forest
flow_mag_accel_p10,0.0006651540968152699,random_forest
det_speed_norm_per_sec_range,0.000664610999950338,random_forest
flow_mag_mean_auc,0.0006636139142028405,random_forest
flow_mag_mean_per_sec_p25,0.0006635954984499393,random_forest
flow_dy_norm_per_sec_range,0.0006616517764926007,random_forest
flow_mag_mean_per_sec_auc,0.0006591695316302444,random_forest
flow_mag_median_slope_first_last,0.0006572135586140505,random_forest
flow_mag_median_p90,0.0006555795003111412,random_forest
roi_height_mean,0.0006521926600913126,random_forest
roi_height_auc,0.0006481886209341459,random_forest
flow_mag_std_std,0.000647983924255448,random_forest
flow_mag_mean_per_sec_p90,0.0006477177484392279,random_forest
flow_mag_accel_delta,0.0006433538067190737,random_forest
flow_mag_mean_energy,0.0006408815200617816,random_forest
det_dx_last,0.0006402497704437717,random_forest
roi_width_signed_auc,0.000639525760899644,random_forest
