feature,importance,source
flow_dy_accel_jerk_min,0.0010024861122890538,extra_trees
flow_mag_std_p75,0.0010011981855057278,extra_trees
roi_available_slope_first_last,0.0009986574447911564,extra_trees
flow_mag_max_std,0.000997391665262051,extra_trees
det_vy_norm_per_sec_median,0.0009973466530564196,extra_trees
det_speed_accel_range,0.0009967392812168087,extra_trees
conf_a_slope_first_last,0.0009958688806493928,extra_trees
det_speed_accel_jerk_p25,0.0009939710043260243,extra_trees
flow_dx_mean_per_sec_mean,0.0009939438510733823,extra_trees
flow_dy_accel_jerk_p75,0.0009938498606712758,extra_trees
flow_mag_norm_per_sec_peak_to_mean,0.0009921682386264637,extra_trees
flow_mag_accel_slope_first_last,0.0009904258824712407,extra_trees
any_detected_slope_first_last,0.0009898952953224132,extra_trees
flow_mag_accel_jerk_range,0.0009852273232900364,extra_trees
flow_mag_median_p75,0.0009843577371264117,extra_trees
flow_dy_norm_per_sec_slope_first_last,0.0009840265735205625,extra_trees
flow_dx_norm_per_sec_mean,0.0009818828205073109,extra_trees
flow_dx_mean_per_sec_p90,0.0009793813426713907,extra_trees
roi_width_std,0.00097887200607689,extra_trees
flow_mag_median_p25,0.0009749933871418419,extra_trees
flow_mag_accel_jerk_std,0.0009724932762487872,extra_trees
roi_area_energy,0.0009702327466210445,extra_trees
det_speed_norm_per_sec_range,0.0009687106733875654,extra_trees
det_speed_accel_jerk_delta,0.0009674333593432446,extra_trees
flow_dy_accel_auc,0.0009575798451124395,extra_trees
flow_dx_mean_per_sec_max,0.0009575061281671621,extra_trees
any_detected_abs_mean,0.000949236541147765,extra_trees
flow_dy_accel_p90,0.0009490676081289286,extra_trees
det_speed_accel_jerk_energy,0.0009466356571863449,extra_trees
flow_dx_mean_per_sec_p25,0.0009444263602729234,extra_trees
det_speed_accel_jerk_range,0.0009427040605157037,extra_trees
conf_b_p25,0.0009426495843152579,extra_trees
det_vx_norm_per_sec_slope_first_last,0.0009423691106735896,extra_trees
flow_dy_mean_per_sec_delta,0.0009419410905438006,extra_trees
flow_dy_norm_per_sec_first,0.0009402344548437044,extra_trees
det_dx_max,0.0009367886010645421,extra_trees
det_vx_norm_per_sec_peak_to_mean,0.0009352421981329678,extra_trees
roi_height_mean,0.0009317359386298824,extra_trees
det_speed_energy,0.000929429567829393,extra_trees
det_dx_delta,0.0009290410370359985,extra_trees
det_speed_accel_jerk_mean,0.0009280832977870179,extra_trees
det_vx_norm_per_sec_abs_max,0.0009274959708183868,extra_trees
roi_area_median,0.0009261781903457291,extra_trees
flow_mag_norm_per_sec_first,0.0009249208812665677,extra_trees
det_dx_energy,0.0009227043862066167,extra_trees
both_detected_mean,0.0009221810723313277,extra_trees
flow_dy_accel_jerk_abs_max,0.0009199536868242898,extra_trees
flow_dy_accel_last,0.0009189750655980773,extra_trees
both_detected_peak_to_mean,0.0009186157550601293,extra_trees
flow_mag_std_min,0.0009182109067213458,extra_trees
flow_mag_median_first,0.0009177669732293232,extra_trees
flow_dy_norm_per_sec_range,0.0009140301460694308,extra_trees
flow_mag_accel_jerk_last,0.0009137412617773703,extra_trees
roi_height_range,0.000913097334592334,extra_trees
roi_aspect_min,0.0009130760547078522,extra_trees
flow_mag_mean_per_sec_peak_to_mean,0.0009129559246985507,extra_trees
roi_area_min,0.000912625821981844,extra_trees
det_speed_abs_max,0.0009113055202607594,extra_trees
conf_b_signed_auc,0.0009089630104964576,extra_trees
det_vx_norm_per_sec_range,0.0009046035534966808,extra_trees
flow_mag_accel_delta,0.0009038087857259424,extra_trees
both_detected_p10,0.0009010629528164759,extra_trees
roi_area_auc,0.0008994798602799157,extra_trees
det_speed_auc,0.0008927069965443676,extra_trees
flow_mag_mean_p10,0.0008927010488749191,extra_trees
flow_mag_max_p75,0.000892692185552181,extra_trees
flow_dy_accel_abs_mean,0.0008908526796540056,extra_trees
